"","title","date","push"
"551","
			
				[新聞] 質疑前瞻計畫抄襲前朝　黃國昌：連標點
			
			"," 7/04","爆"
"552","
			
				[新聞] 連勝文：柯文哲跟以前判若兩人
			
			"," 7/04","爆"
"553","
			
				[新聞] 一發不可收拾!中國長江氾濫950萬人受災
			
			"," 7/04","爆"
"554","
			
				[新聞] 糗！耗資3.6億中國製大橋　完工前塌了
			
			"," 7/04","爆"
"555","
			
				[問卦] 鄉民覺得最爛的花月嵐拉麵 為何還有人吃
			
			"," 7/04","爆"
"556","
			
				Re: [新聞] MOD協商不成　豪華套餐頻道大減引爆網友
			
			"," 7/04","爆"
"557","
			
				[爆卦] 支那貴州天然氣管大爆炸居民疏散
			
			"," 7/04","爆"
"558","
			
				[新聞] 「小姐我想跟妳做朋友」 男子搭訕女大生
			
			"," 7/04","爆"
"559","
			
				Re: [問卦] 要被退學了
			
			"," 7/04","爆"
"560","
			
				[爆卦] 趙藤雄、周勝考抗告駁回了
			
			"," 7/04","爆"
"561","
			
				Re: [問卦] 中國人看得懂繁體中文嗎？
			
			"," 7/04","爆"
"562","
			
				[新聞] 遭連勝文批親中賣台 柯P反諷少數權貴買
			
			"," 7/04","爆"
"563","
			
				Re: [新聞] 小英前瞻報告抄馬？黃國昌：每字包括標點
			
			"," 7/04","爆"
"564","
			
				[ＦＢ]排課表達人出現啦！！！！
			
			"," 7/04","爆"
"565","
			
				[ＦＢ] 柯文哲 
			
			"," 7/04","爆"
"566","
			
				[新聞] 直行遭救護車撞！　駕駛求260萬國賠敗訴
			
			"," 7/04","爆"
"567","
			
				[爆卦] 高二有勇氣挑戰科展的快樂奕含-打臉狼師
			
			"," 7/04","爆"
"568","
			
				[新聞] 全國首位甲級冷凍空調女技術士誕生 她叫吳珮慈
			
			"," 7/04","爆"
"569","
			
				[新聞] 桌協又被怨…選手一早出賽 前一晚才到韓
			
			"," 7/05","爆"
"570","
			
				Re: [新聞] 不存在的國軍 「天威部隊」比共軍還共軍
			
			"," 7/05","爆"
"571","
			
				[新聞] 大巨蛋再爆弊案 檢廉追雙北高官
			
			"," 7/05","爆"
"572","
			
				[新聞] 中國史被連根拔起?高中新課綱再投震撼彈
			
			"," 7/05","爆"
"573","
			
				[新聞] 勁爆！三立老董林崑海　載女議員上摩鐵
			
			"," 7/05","爆"
"574","
			
				[新聞] 幫經商老爸種出市值1億大麻！政大外交畢
			
			"," 7/05","爆"
"575","
			
				[新聞] 試射洲際飛彈 金正恩：送美國雜種禮物
			
			"," 7/05","爆"
"576","
			
				[新聞] 王家四小姐做了這些事 引發長庚創院最大
			
			"," 7/05","爆"
